block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB
14196,2022/11/22 11:55:10,NEW_VALSET:PCHEIGHT/239204,78E7BD066ADF58F49BBDEFC0533B0D1B9DA738AEEEEE655A8EE7344DCD40461C,D53EEF906CF621C7FCC7C33CE12648A5CA9055138C4B90E63C4A635824A7BF35,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107287,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,62,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,0,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14232,2022/11/22 11:58:12,NEW_VALSET:PCHEIGHT/239240,993CEF080AE6EA155BAB05A6C6658E9C6805232B6C0FC3CB7290D0C8442C4FAE,699E386675E967EEA41A0788FEEC576C6246411E799666B47DDEB6CCE0100FA8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107294,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,69,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,0,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14268,2022/11/22 12:01:14,NEW_VALSET:PCHEIGHT/239276,B66909E459EE87F97DC06041D2CFF0EB62FC84353BF58E822F1F23EBF17D39FB,25869DB4544F133398CD41C1FDC8736B81A80F5EC61BB0E5F2C47BA2F357E6C2,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107295,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,0,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14340,2022/11/22 12:07:18,NEW_VALSET:PCHEIGHT/239348,340B36E1D230EE283A0C004B3FAF8E588E745FCF44D15D0038432069EE9F049C,97C8E2D04EFC99F6769A3258C1EA54F40B8F16B8CA5E774C64F1CD915919DA1B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107296,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,61,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,0,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14371,2022/11/22 12:09:54,NEW_VALSET:PCHEIGHT/239379,8C757B312FAFFD9B0E079C6EE2075E49FE607A18663B8667B77AAB842D18DC3D,EBC41BBC91C7788FF94C8C944B85D8EA5DF11174F18D0215005F7B7B19DE1E28,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107355,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,61,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,59,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14376,2022/11/22 12:10:19,NEW_VALSET:PCHEIGHT/239384,D70DD3C2BC622A1AB4FCDBB3F640132D9EA72F840321E2444F4FBB058491AE9D,3A3EC0503283307461BDF21602ACC217519211AE9C66FA84CCD4DFAEFA8E66D1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107356,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,62,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,59,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14412,2022/11/22 12:13:21,NEW_VALSET:PCHEIGHT/239420,4876C2BB8FAA361DEB8A78F7A559A02D32A48CAF84943866A11ECF905392AF47,A3C40E9EC0C2CCB9748EF55DAEBE8891251B5102944779D46BBF45269974FDF1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107363,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,69,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,59,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14448,2022/11/22 12:16:23,NEW_VALSET:PCHEIGHT/239456,6D562A8F4295A73C90D071096D2E5A32CFD533CED5831E35FFB3BA7D9FB67CB3,BC3D8B8B56DC9F6FD9DA0A3E884285B443521AEA324D32F75BAF3D65AC52E14F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107364,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,59,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14519,2022/11/22 12:22:22,NEW_VALSET:PCHEIGHT/239528,465F8C3FB4FDF8E30295F00936A9C2B39D4209776FA8DF26ED6CC37997805816,7BA62522AB5A07C176FBE26BE7CA74ADED19EFF5BF471D13F614AAF14D3BB5EE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107366,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,61,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14555,2022/11/22 12:25:24,NEW_VALSET:PCHEIGHT/239564,7657F8BBE26722767E4C4981829BE1AAB936A00152FA5A1A102783EBC13334DC,A6A0E0B487471D29ECC44FA8105F752061B31B7AE0F935EB2A60AFAF6C1A7434,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107367,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,62,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14591,2022/11/22 12:28:26,NEW_VALSET:PCHEIGHT/239600,37261AD37FD4B5589798F94408305F0B9862A5D19C48D0B13506C5D722D540D3,B4152EC772387B4F8197929F7CC17AC167DC48586BD6D2A297F3A94579A4A198,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107374,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,69,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14627,2022/11/22 12:31:28,NEW_VALSET:PCHEIGHT/239636,565560D13DEB96591175E2724F2B92FFAC4C170FF3F5617085F2167B6DCF5FC9,4D124D5E109354E0836218A185513BB402A2ED350BBB4430FACAC7E667C5A40C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107375,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14699,2022/11/22 12:37:32,NEW_VALSET:PCHEIGHT/239708,B1392C5C689E3084E917880C7389A7425D5B134F4A8D6FAF3629D4D6A9ACCB0B,4F3125A80B04D4B3F56E38F03BA48EF4085E75499D1BAD7B8AB238E8753EE4D4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107376,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,61,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14734,2022/11/22 12:40:28,NEW_VALSET:PCHEIGHT/239743,3BFEDB5E7ED6F7DAC402449E1E5A13DC322FF344447679C232C516E9A836067D,CA644DA7B1F82EA342258ECA8E32E564E607DD80C2B8DB67FCA32D21D85A1B37,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107377,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,62,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14770,2022/11/22 12:43:30,NEW_VALSET:PCHEIGHT/239779,5542BEDB8776C58420BECC3BF803C9FBB44C34CD84AF792D515B23C39DF90536,846AA721C72154557AB535643D636FEA9DDB08E284C51C8A247F127766D88161,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107384,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,69,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14806,2022/11/22 12:46:32,NEW_VALSET:PCHEIGHT/239815,4B82B94820293B9DC57A6ED7104B1BA1052BA8CCE4717646A8F22543DDC076AA,BEFF7C89F84291FD01B6D67EE091659C6D598A65B1DFBDEF8D910253FEE2F8F6,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107385,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14878,2022/11/22 12:52:36,NEW_VALSET:PCHEIGHT/239887,8B386C237B9D2FC87ACD317EBDDBDF24653D50E43A7E12F189C2CEB0B71ECB48,001E9F52B40A3C46904D7A2115B7EB1DB6B5B08ABA84A6AC9A02FB16F76C1015,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107386,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,61,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14914,2022/11/22 12:55:38,NEW_VALSET:PCHEIGHT/239923,388B0C6C0C08A9710B87440DC2F283C15BF883B47BC8786118383B6EF1567063,0932FF56F0EF18D7608FE4F26632886A6CCF90299675B598AB98B90F21413BBF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107387,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,62,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14950,2022/11/22 12:58:39,NEW_VALSET:PCHEIGHT/239959,E2E29402D0A9F5407057DFF033A13A859BED3BD3123CDB433194D45F633926D0,CF08AA55B4CE0970C6418ABDFBFB9DFC35B07C45107E231C874C059EA5D80071,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107394,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,69,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
14986,2022/11/22 13:01:41,NEW_VALSET:PCHEIGHT/239995,DEACDEFB95710E3594B84A1901FD7116FD2E7394D4611418C7CE8EEF22BDDE9F,5240EA3D6680A6B1196AE32F6C587901B0F2EA8543F0BAB20B7DDB3345D92017,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107395,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15058,2022/11/22 13:07:45,NEW_VALSET:PCHEIGHT/240067,7A226D6D57E22EC386C18667CCF0126A4268EBECBF9B3DAA6DBC4D3E3DEA89BD,48E521777F88305701851C5B51D1515634D09B002FC1A30122A24E28DB3BEA1B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107396,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,61,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15094,2022/11/22 13:10:47,NEW_VALSET:PCHEIGHT/240103,08F236044A6C6730BCEAA3B3080413BBF36E614681B10B8711A474790B8ECF6D,5C296CA2DC6F507A5A2032AB8442658796EB259E52D34A3A8948ED177A1CEE2D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107397,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,62,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15130,2022/11/22 13:13:49,NEW_VALSET:PCHEIGHT/240139,E373197EC3831BF9350A56C807F26D9C2300EEEA18407F98E607972D5AC4BF83,D3A146860E44E44E452E24AF56DEDFFAB678894ED35128B04DBC93BF73CBC65F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107404,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,69,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15166,2022/11/22 13:16:51,NEW_VALSET:PCHEIGHT/240175,8B9A8487205026996C78A56BD8958874B13B79DEEE54A152413A9C6FCE713921,B2836B6AAA02065502ED18994F708461430749790A86EFF00DAEC9A2A5366835,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107405,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,70,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15238,2022/11/22 13:22:55,NEW_VALSET:PCHEIGHT/240247,FFFAEF2DF7525FE140AFE8C96624C1A79DE07C9575D2E1938D36CD3875D75884,0EB87085AA49792D23D8DACD9EFCEBA0E56DD84EDD4F80AC1810656C71A6EE35,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107406,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,61,70,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15274,2022/11/22 13:25:56,NEW_VALSET:PCHEIGHT/240283,B87246D04DF852F0A685B0FE43ABCFBDE61154B3A1291062E4CFD20E7CE5A27A,7F6EE1FA53C5391D5163AE69B5027BB0B12E72CCFA47C549E1726D8DFD6089CE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107407,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,62,70,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
15310,2022/11/22 13:28:58,NEW_VALSET:PCHEIGHT/240319,2075198391691963020213C97D6CD5EAC4F061D4B1B63F184C8AF80E8C8E3031,70BA5D6731EB8338457CACFC28B08C8CC5F456D3A408E2B56EC7344BC4C66551,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107414,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,70,60,60,60,60,0,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,69,70,70,70,70,70,70,70,0,69,70,70,70,70,70,70,88,0,0,70,70,70,70,70,0,70,70,61,70,70,70,70,0,70,0,69,69,70,70,70,69,70,70,60,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0
