height,hash,total_vp,cosmosvalcons1dg72e6h2tpkf4uc9zfyadle5js5rthcs892vnj,cosmosvalcons1pk34jc9vww287s2ef8k6lzz7r2dpscms7af6ny,cosmosvalcons1nyquekjzh9ywmhyrt76u32cxwv9fcg7dxprygj,cosmosvalcons172wrmvq0w0m4mp9hmlw80pal0z53c65punhf2k,cosmosvalcons15w5mjufgd8ezfa83709nmews88tzdrepugw2jd,cosmosvalcons1kke43d43wpfw9cdqpw8d0qf8ll0ltp90a4jpja,cosmosvalcons1e5x6sh63qdz74m9h8thddc7zceddyljnhkcdsu,cosmosvalcons123zrau6pyk7mma6d3c0armpc2utqau7vm88u9x,cosmosvalcons1zq7v8lz7jrqyacsgh5r3dhygj4ffymhckysvw6,cosmosvalcons1lx9nq9909u49ezzjyc7ktg9k08ahnxuvhsj2ym,cosmosvalcons1z5q6n9hd24mlcew407f2ej8ptnnt0haddknugk,cosmosvalcons18wv3ddgpc5lrsq2kwc5z798z4tcztak9yny2x5,cosmosvalcons13feufd67xc8lrydcgjnphzz95zkkt5sgwkzccn,cosmosvalcons12freezz7w0f02ux50e0sgvmc2pgn2rw3pukgsc,cosmosvalcons1lj2q9l6t2wutwf3yclaj3h0yj7t7736t09d42h,cosmosvalcons16hf7ktj7yds8sta04d7qk0z9hla3tpatsd0vf5,cosmosvalcons1yna32lcuhtjkq7f4nsnp9ln8wykwjepxhxsr5g,cosmosvalcons1jh3lz46dmdgr7quqmx9fwmsvlprfhp60x8aaer,cosmosvalcons1qqlx7730mz96503pz729vu07pkv5u9ca85dhwe,cosmosvalcons1qwzmrx23fayrsudhhqq6jgal2wthk2gklq43vd,cosmosvalcons1q04tlwzqn38k9fej50tj3t929cf5q06s37z0y8,cosmosvalcons1q4ht5pn0kc64le4crl0nwhqumh6maw7x37696r,cosmosvalcons1pw8cra4g934nwzxkrykz45d4xgy7qnmvvtuaqt,cosmosvalcons1ze39xyf4t3ye8ldxn5scsaw2adur7ek4tt5jmp,cosmosvalcons1rca0mkvwpcdwk588u7l8hdutwx4elcd6688ypz,cosmosvalcons1rljsrflyeuzf3we6kghkf4qjeqflsygepnzl53,cosmosvalcons19y4nwy0ygg7z73ahhevt7uh090g8wr8sgv6n2l,cosmosvalcons1xpgp8n9xnpnd49pzv4jf6444048j23wvtsnvak,cosmosvalcons1xc0aszah3y7yksgy6rt63jf37d3dzuxcr8s59x,cosmosvalcons184pytrwcz8yjrndz5zq0kqvvhw3tj88a90hv5m,cosmosvalcons1gx49m7vtmw9gpxu4dfujtnepl2g96zxasea2j9,cosmosvalcons1g2ysa6n7nvpgjps9zdf4dkgtvse6ga6f6kmepz,cosmosvalcons1g4zw77yzsh34sfkm9rkx9ltsg42vcu2kgt95gy,cosmosvalcons1f4hpdclhmz0gmqulw95f844plqwfl9td6qcqym,cosmosvalcons12t4pcfx6jnr84rld03rwrzsul3rk64che77jfz,cosmosvalcons12h4v7ms5wfhp87tnjqmpgzrcvaqymuk2v49c7q,cosmosvalcons1t8xflpfzx4rnmatmemehcc8n52wmx6q3g4mxch,cosmosvalcons1t0kswnadw2e5rh3xksmz3uh7pyt6c8trcfwe5k,cosmosvalcons1v5v9hsn4awfr9gkl7ga7kn42qada457w83pqdz,cosmosvalcons1v6zrud945rxq6nl6eexf9rfqqafafwwnx57rvy,cosmosvalcons1vuwq3w64c8py9hz6xs5gnnvvqpccj0lesm3u0k,cosmosvalcons1dkw3fgnjnwjlq2hjqw46l4wws2zd6fns063eyq,cosmosvalcons1w86lpg205h9gsy32yetfkrp6nc7xuh90dz5uy3,cosmosvalcons1wns96l4057a75jez52hlhvw2d7t5wze4ke90cz,cosmosvalcons1wmvevar5kc5rtecr54m3q8gl6d0cf5mt29jcy9,cosmosvalcons108aypezdajecj03kg66c4gfu0l5f3053x392lf,cosmosvalcons10f4xx96k72eypj7l4qwlv4x6hfvecrenl09tsx,cosmosvalcons10vx7jlqg9tnezxfgqp873v294g0l2cpchuw6qc,cosmosvalcons10crq9qa7gp8paqxwwwxae3kp970duqgn0s9qcc,cosmosvalcons10m4u3cyxmdj98ame2nzye9xkldhs5cj7jm6yq5,cosmosvalcons1s7kc8tyvsj47tkyfpexlusrlz77dg26wmvt0hx,cosmosvalcons1sl5j5snqwqts3ru9qc0zqunmu08lvxvekpj2mt,cosmosvalcons133lxdszpdgqzel834x0c3uelej84nx2yhrey5d,cosmosvalcons13aa4rs0g2g8qh75ffmvryylyth43pc2kgmgdpf,cosmosvalcons1j6yyhc5af53347us6q68fq5x65dxh62rym9aq5,cosmosvalcons1jur4mxvvz9m3kw925zk0hl0snmks0z7fwmlc9x,cosmosvalcons1j7t42uegq7dm85l93rddsulsafkqnrqsnjtf5s,cosmosvalcons1nqz3a6w3zxpx6zsrh0wsxdx8cfr0c33k38lk8e,cosmosvalcons1njrm0dasu7d5h6qawtrtdrm3y27tqnhv0vxdyc,cosmosvalcons15xu5spj4r5j63wwyk4gwhmq7nvvkzx348krpn6,cosmosvalcons15t3h8hqgjj7qe584c75weu30r70g74tep3yuta,cosmosvalcons14fm6gslcf9sx5j5wk93ew5sx3sdza6j7vr96r4,cosmosvalcons1kkdkxvcl6gfqezdl9e7av4l8lx4qjzsaj380nf,cosmosvalcons1csa5vmvu8fsgtxmx5j8qk4xxv278q8a4pce87v,cosmosvalcons1635xssr82smqqr5mxwu2tqvnh9qx4hdresz7fw,cosmosvalcons16etd37wqd3h3209pwf7w86ast0c4vapcvf349n,cosmosvalcons1m9zg6xjs0g8hjtp97nl2uqwah3r53j5z6a9ppw,cosmosvalcons1md008gt5q9z3tgzxaq8rze8zys2pyds596lfv6,cosmosvalcons1msqd5pywcs9l99fsvfnqrpqtrr6g4j99uqmckk,cosmosvalcons1uykcdtp8jfvuhvxvr5k9m206mcla35j09s3q49,cosmosvalcons1uxjga5twkestune9nc8r5c4chet0g83kdf7u68,cosmosvalcons1uc6e0cl5duageq3hnfedxl7h62qwsvh6ppkgc4,cosmosvalcons1aegqgn27upl69skvjnc6s8ftdkkuzqlt46r6tg,cosmosvalcons17m4ucgq6q5wzzp4x7rxetfzjeppm5nc5f9nc32,cosmosvalcons1y9r49naje4wtqrkxy4eecgj25srzymgw8k5ywt,cosmosvalcons1y022gjzdfkrggfekjzyvf59zu4k64ar98aau5k,cosmosvalcons12lfvpusgm69kq0dxexm4ek2uxfvhhc6grdxfa8,cosmosvalcons1thhlg48txpsclg4e0rvl78yt2ge3ruw3utwd7q,cosmosvalcons10f6wkg5ckfkvnucvr35z5hqdugy7ud58rfsxmn,cosmosvalcons1lhnmnmd9arv33wsyyd06xp928n5zcpxp4t8k0t,cosmosvalcons1xhfftsd6wxx6jxl7xsdv8hsfk7txjgwf73uq6q,cosmosvalcons1tg3gv86h7y5znd52qghmsptgtf89s5xre3edlr,cosmosvalcons16p3evw80wdns6jqna8grfazfjenm80n7cle8kj,cosmosvalcons1nd2fpxeephw7tmqpgymrq3gvjpzwlr3wvjttu6,cosmosvalcons14knt8vk78wexsmd7792rcvyazrfraskv6hpm2t,cosmosvalcons1k3m4krltmlsz84hzgaytm59nn7pkd2xaygdpj0,cosmosvalcons1ht8qrurx6lpngj4pjns6rdhm7mlga0suun8jwk,cosmosvalcons1hexe6e6hnk0fan7n9vu6kt40nz86022kmyg9qp,cosmosvalcons1cq35fan5z5r5csl2rddjqclun93jn3hpxh2v0g,cosmosvalcons1cave3x44qrklv2wyemgjvl9rpanquspyeqvk4m,cosmosvalcons1e94h53knufh6m44chyun6thqxx90hflwue6x05,cosmosvalcons1efueez5q0x6m4sruhnmhe9x2q5xtfjuqazpjhc,cosmosvalcons1eszcs2tcl30a66nhy958u9xq9xdwqp9c65dnm6,cosmosvalcons1ek3cslf0ppj7sjavnjpyr494luu4j8fgdf6n8d,cosmosvalcons16q4jna57d07rufql8qtzaqhwf3ud3hdf5yt3y2,cosmosvalcons1vr0ajahfkaytrc0sdltmdqy6xu9a8gcz76c48z,cosmosvalcons1ual79gxh0p8eeet46d0sn7an8wc9ej0t2hav6n,cosmosvalcons1utxmxyfuqwfxqwqsu95jnjrvqyayda2q9dx2lc,cosmosvalcons1mhu56sd3tea8wy3zt8vrk27u7369gqehx23n9e,cosmosvalcons1x4vz8rtjltq2gze8dk8j8rxl9zlpdd92s26eq0,cosmosvalcons17l0ea7fqm77deg0nsg23dpdxj5qt4a3spdwd0t,cosmosvalcons1nvkcrlcjdqm9s365vpzvhttgswpdddnyf829we,cosmosvalcons174psdtj9x65grzemedrdz4jq8l8fg3jsaxc9j2,cosmosvalcons1pcc3ud35krm0t9vljw29wu3n66yzvfwsj8fm8z
71682,c4930f547bf71d316913e374c4328d15457dc841f64543c03f7b348013b25f89,670104769,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,31,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,30,0,40,30,30,30,30,30,30,40,0,40,40,0,0
71718,2f641aa995af92011d747d3205a53b1d984674dc56c6bf8999929b4d5999f0d2,670104770,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,32,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,30,0,40,30,30,30,30,30,30,40,0,40,40,0,0
71743,0e9e85a3fbda2b8a35a17d27dc5f6859accb64e562f182b00798ff36f6713f5f,670104740,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,32,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,30,30,40,0,40,40,0,0
71754,fc4b024bc1bd379f651c8c39af990071ce6aec24cbada54615401947d0e79128,670104745,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,37,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,30,30,40,0,40,40,0,0
71791,362b0392f1d67198b6abb0f5417420223c7f172113cb220db6852dd8b2c4b816,670104748,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,30,30,40,0,40,40,0,0
71862,0d815c36d55aea45f2313c3dcfc5cd6a38d17e9d6e68de045b2b82f35498bf6f,670104749,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,31,30,40,0,40,40,0,0
71898,42c3537da226b884b37dd2455e85d3d0a34a95368b11d5e2ce64dd8b7b818913,670104750,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,32,30,40,0,40,40,0,0
71934,9121d7dd99c0eab688db20e4b90893ae73ae6d224d3f6a7ff4c9e3d15af16a12,670104755,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,37,30,40,0,40,40,0,0
71970,4137129d24bc18cf0c8793a501366abb3e0ea7ff40a03aaa58be9e577c05922b,670104758,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,30,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,30,40,0,40,40,0,0
72042,fbd62a462f27ac4d4ad1ca7df4d02bd2bc5374828b9a0befac6994d1b0c91f8b,670104759,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,31,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,30,40,0,40,40,0,0
72078,18eff010f4aaad65c25730e7a4cba4742eb6ae4c495333ca5c78c256c22e4739,670104760,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,32,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,30,40,0,40,40,0,0
72114,6515dc8f424df87e700a1da115957266c87400a1891673476a33bd33c9ed9006,670104765,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,37,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,30,40,0,40,40,0,0
72150,f2b3ca8cbc0a3fe38e4656eaa37f9673f8c80fac12cd129396fe4776a0be0a68,670104768,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,30,40,0,40,40,0,0
72222,cf523b9aab2ee13f94277150d1db2b7eca14beee578681ecbccd95dfd35a491b,670104769,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,31,40,0,40,40,0,0
72258,a9026c0b895392526a70a6ed2d1765181d94af9dbb2fa53e421ced583604cc4e,670104770,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,32,40,0,40,40,0,0
72293,dfa56f5710ef12c74e9f3b1892cb2eaf6d650846013f1b4ea3c7f76f5c8a91d7,670104775,670100004,784,427,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,37,40,0,40,40,0,0
72303,b6911ba98897400ca51e710717bafff9a07e9b4ba36b7a8aefc87fc6cb425edc,670104348,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,37,40,0,40,40,0,0
72329,c4d9206596127fb2d42ab535137b0d736a9a968ea9bf9448307ec2c8c3a95f1b,670104351,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,30,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,40,0,40,40,0,0
72401,e79cda9af4d01cfc6218400d3da18b40a1fe8d9fef14cb608f304d8d1f54da5c,670104352,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,31,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,40,0,40,40,0,0
72437,79262b3f9f52c2aefdc6902dc57a53dbc3873c489163ddcd327dcfaa545cef56,670104353,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,32,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,40,0,40,40,0,0
72473,a62cffe3c6185d0ec5bbf74f86a9fa62257c4e96c83f20c716e645be2c45b945,670104358,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,37,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,40,0,40,40,0,0
72509,2d0202c24fd7921872083a097648860b600ba060d04b2c71f77a47caca9d906d,670104361,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,40,0,40,40,0,0
72554,0297f78cf81ec6850617a9e5ba4efc9ddd88eb921cb9f07106e472acc29baf46,670104321,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,30,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72581,f29f09097f3ab0fa207ff85161c245f86ddaed534f0d9cff548b024a6998aeee,670104322,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,31,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72617,f0a2d373973fe87e1333f9bf1bcd4b8b5180b71a750c2cad277d0b4e2bd1a3b0,670104323,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,32,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72653,e61a86d38557c2e4058e1cede396a782e27b13f6061da51d0020651e5f765b0f,670104328,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,37,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72689,ec51c188d3759d62e1b97c72655fc5f70027bc4fd5e2a6b7f295036b1316e187,670104331,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,30,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72761,7a5fcff845bbb7da18c1983a2395a413b9a3d9f8fe9add7a5ec10d3f733aaebb,670104332,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,31,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72797,a1b35b5f900a14d99b65ea43624cd690a237af5dbb52e34690f3c1800ed7dd68,670104333,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,32,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72832,faadf966305b130880fe8ad7cc1be70dd410348a37e8fee6fffca41509a0ce4b,670104338,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,37,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72867,501efb1bee40f509458d0c68a31a11f1bea28325bd7bb48216bdb2ceeff191d0,670104341,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,30,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72939,f67ddaa1a645553cc58bd384b25aed70a8c893c9e7ca6b07b81cc5b794969ce8,670104342,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,31,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
72975,5bb602b3f7e6e5d6ec279f4b6b43b3a7981b275a59ebbb17d2c2f1f02becd025,670104343,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,32,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
73011,af7f8347a4030ed32409fb28b9acbfad5c9e66dc01ce7b5053809056f54fb823,670104348,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,37,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,0,0,40,40,0,0
73024,e145da6a9d5a23862a8b3ca54ca0d57b0ccad3a69a562c736bca308a39eafbe0,670104387,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,37,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,39,0,40,40,0,0
73047,ce729b4baa1319eb57ed9463eaf299eff93429c5a3be7d90a334006ce93500f3,670104390,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,30,40,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,39,0,40,40,0,0
73119,3968a336f57dbe8c0d901aedc7f035b7dd7e1770642919c01cf6f804421e3749,670104391,670100004,784,0,310,300,103,40,50,40,40,30,30,30,30,45,36,0,30,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,0,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,39,30,30,30,30,30,0,31,40,40,40,40,40,40,39,40,0,40,30,30,40,30,30,30,30,30,30,30,30,30,0,0,40,30,30,30,30,40,40,39,0,40,40,0,0
