height,hash,total_vp,cosmosvalcons1dg72e6h2tpkf4uc9zfyadle5js5rthcs892vnj,cosmosvalcons1pk34jc9vww287s2ef8k6lzz7r2dpscms7af6ny,cosmosvalcons1nyquekjzh9ywmhyrt76u32cxwv9fcg7dxprygj,cosmosvalcons172wrmvq0w0m4mp9hmlw80pal0z53c65punhf2k,cosmosvalcons15w5mjufgd8ezfa83709nmews88tzdrepugw2jd,cosmosvalcons1kke43d43wpfw9cdqpw8d0qf8ll0ltp90a4jpja,cosmosvalcons1e5x6sh63qdz74m9h8thddc7zceddyljnhkcdsu,cosmosvalcons123zrau6pyk7mma6d3c0armpc2utqau7vm88u9x,cosmosvalcons1zq7v8lz7jrqyacsgh5r3dhygj4ffymhckysvw6,cosmosvalcons1lx9nq9909u49ezzjyc7ktg9k08ahnxuvhsj2ym,cosmosvalcons1z5q6n9hd24mlcew407f2ej8ptnnt0haddknugk,cosmosvalcons18wv3ddgpc5lrsq2kwc5z798z4tcztak9yny2x5,cosmosvalcons13feufd67xc8lrydcgjnphzz95zkkt5sgwkzccn,cosmosvalcons12freezz7w0f02ux50e0sgvmc2pgn2rw3pukgsc,cosmosvalcons1lj2q9l6t2wutwf3yclaj3h0yj7t7736t09d42h,cosmosvalcons16hf7ktj7yds8sta04d7qk0z9hla3tpatsd0vf5,cosmosvalcons1yna32lcuhtjkq7f4nsnp9ln8wykwjepxhxsr5g,cosmosvalcons1jh3lz46dmdgr7quqmx9fwmsvlprfhp60x8aaer,cosmosvalcons1qqlx7730mz96503pz729vu07pkv5u9ca85dhwe,cosmosvalcons1qwzmrx23fayrsudhhqq6jgal2wthk2gklq43vd,cosmosvalcons1q04tlwzqn38k9fej50tj3t929cf5q06s37z0y8,cosmosvalcons1q4ht5pn0kc64le4crl0nwhqumh6maw7x37696r,cosmosvalcons1pw8cra4g934nwzxkrykz45d4xgy7qnmvvtuaqt,cosmosvalcons1ze39xyf4t3ye8ldxn5scsaw2adur7ek4tt5jmp,cosmosvalcons1rca0mkvwpcdwk588u7l8hdutwx4elcd6688ypz,cosmosvalcons1rljsrflyeuzf3we6kghkf4qjeqflsygepnzl53,cosmosvalcons19y4nwy0ygg7z73ahhevt7uh090g8wr8sgv6n2l,cosmosvalcons1xpgp8n9xnpnd49pzv4jf6444048j23wvtsnvak,cosmosvalcons1xc0aszah3y7yksgy6rt63jf37d3dzuxcr8s59x,cosmosvalcons184pytrwcz8yjrndz5zq0kqvvhw3tj88a90hv5m,cosmosvalcons1gx49m7vtmw9gpxu4dfujtnepl2g96zxasea2j9,cosmosvalcons1g2ysa6n7nvpgjps9zdf4dkgtvse6ga6f6kmepz,cosmosvalcons1g4zw77yzsh34sfkm9rkx9ltsg42vcu2kgt95gy,cosmosvalcons1f4hpdclhmz0gmqulw95f844plqwfl9td6qcqym,cosmosvalcons12t4pcfx6jnr84rld03rwrzsul3rk64che77jfz,cosmosvalcons12h4v7ms5wfhp87tnjqmpgzrcvaqymuk2v49c7q,cosmosvalcons1t8xflpfzx4rnmatmemehcc8n52wmx6q3g4mxch,cosmosvalcons1t0kswnadw2e5rh3xksmz3uh7pyt6c8trcfwe5k,cosmosvalcons1v5v9hsn4awfr9gkl7ga7kn42qada457w83pqdz,cosmosvalcons1v6zrud945rxq6nl6eexf9rfqqafafwwnx57rvy,cosmosvalcons1vuwq3w64c8py9hz6xs5gnnvvqpccj0lesm3u0k,cosmosvalcons1dkw3fgnjnwjlq2hjqw46l4wws2zd6fns063eyq,cosmosvalcons1w86lpg205h9gsy32yetfkrp6nc7xuh90dz5uy3,cosmosvalcons1wns96l4057a75jez52hlhvw2d7t5wze4ke90cz,cosmosvalcons1wmvevar5kc5rtecr54m3q8gl6d0cf5mt29jcy9,cosmosvalcons108aypezdajecj03kg66c4gfu0l5f3053x392lf,cosmosvalcons10f4xx96k72eypj7l4qwlv4x6hfvecrenl09tsx,cosmosvalcons10vx7jlqg9tnezxfgqp873v294g0l2cpchuw6qc,cosmosvalcons10crq9qa7gp8paqxwwwxae3kp970duqgn0s9qcc,cosmosvalcons10m4u3cyxmdj98ame2nzye9xkldhs5cj7jm6yq5,cosmosvalcons1s7kc8tyvsj47tkyfpexlusrlz77dg26wmvt0hx,cosmosvalcons1sl5j5snqwqts3ru9qc0zqunmu08lvxvekpj2mt,cosmosvalcons133lxdszpdgqzel834x0c3uelej84nx2yhrey5d,cosmosvalcons13aa4rs0g2g8qh75ffmvryylyth43pc2kgmgdpf,cosmosvalcons1j6yyhc5af53347us6q68fq5x65dxh62rym9aq5,cosmosvalcons1jur4mxvvz9m3kw925zk0hl0snmks0z7fwmlc9x,cosmosvalcons1j7t42uegq7dm85l93rddsulsafkqnrqsnjtf5s,cosmosvalcons1nqz3a6w3zxpx6zsrh0wsxdx8cfr0c33k38lk8e,cosmosvalcons1njrm0dasu7d5h6qawtrtdrm3y27tqnhv0vxdyc,cosmosvalcons15xu5spj4r5j63wwyk4gwhmq7nvvkzx348krpn6,cosmosvalcons15t3h8hqgjj7qe584c75weu30r70g74tep3yuta,cosmosvalcons14fm6gslcf9sx5j5wk93ew5sx3sdza6j7vr96r4,cosmosvalcons1kkdkxvcl6gfqezdl9e7av4l8lx4qjzsaj380nf,cosmosvalcons1csa5vmvu8fsgtxmx5j8qk4xxv278q8a4pce87v,cosmosvalcons1635xssr82smqqr5mxwu2tqvnh9qx4hdresz7fw,cosmosvalcons16etd37wqd3h3209pwf7w86ast0c4vapcvf349n,cosmosvalcons1m9zg6xjs0g8hjtp97nl2uqwah3r53j5z6a9ppw,cosmosvalcons1md008gt5q9z3tgzxaq8rze8zys2pyds596lfv6,cosmosvalcons1msqd5pywcs9l99fsvfnqrpqtrr6g4j99uqmckk,cosmosvalcons1uykcdtp8jfvuhvxvr5k9m206mcla35j09s3q49,cosmosvalcons1uxjga5twkestune9nc8r5c4chet0g83kdf7u68,cosmosvalcons1uc6e0cl5duageq3hnfedxl7h62qwsvh6ppkgc4,cosmosvalcons1aegqgn27upl69skvjnc6s8ftdkkuzqlt46r6tg,cosmosvalcons17m4ucgq6q5wzzp4x7rxetfzjeppm5nc5f9nc32,cosmosvalcons1y9r49naje4wtqrkxy4eecgj25srzymgw8k5ywt,cosmosvalcons1y022gjzdfkrggfekjzyvf59zu4k64ar98aau5k,cosmosvalcons12lfvpusgm69kq0dxexm4ek2uxfvhhc6grdxfa8,cosmosvalcons1thhlg48txpsclg4e0rvl78yt2ge3ruw3utwd7q,cosmosvalcons10f6wkg5ckfkvnucvr35z5hqdugy7ud58rfsxmn,cosmosvalcons1lhnmnmd9arv33wsyyd06xp928n5zcpxp4t8k0t,cosmosvalcons1xhfftsd6wxx6jxl7xsdv8hsfk7txjgwf73uq6q,cosmosvalcons1tg3gv86h7y5znd52qghmsptgtf89s5xre3edlr,cosmosvalcons16p3evw80wdns6jqna8grfazfjenm80n7cle8kj,cosmosvalcons1nd2fpxeephw7tmqpgymrq3gvjpzwlr3wvjttu6,cosmosvalcons14knt8vk78wexsmd7792rcvyazrfraskv6hpm2t,cosmosvalcons1k3m4krltmlsz84hzgaytm59nn7pkd2xaygdpj0,cosmosvalcons1ht8qrurx6lpngj4pjns6rdhm7mlga0suun8jwk,cosmosvalcons1hexe6e6hnk0fan7n9vu6kt40nz86022kmyg9qp,cosmosvalcons1cq35fan5z5r5csl2rddjqclun93jn3hpxh2v0g,cosmosvalcons1cave3x44qrklv2wyemgjvl9rpanquspyeqvk4m,cosmosvalcons1e94h53knufh6m44chyun6thqxx90hflwue6x05,cosmosvalcons1efueez5q0x6m4sruhnmhe9x2q5xtfjuqazpjhc,cosmosvalcons1eszcs2tcl30a66nhy958u9xq9xdwqp9c65dnm6,cosmosvalcons1ek3cslf0ppj7sjavnjpyr494luu4j8fgdf6n8d,cosmosvalcons16q4jna57d07rufql8qtzaqhwf3ud3hdf5yt3y2,cosmosvalcons1vr0ajahfkaytrc0sdltmdqy6xu9a8gcz76c48z,cosmosvalcons1ual79gxh0p8eeet46d0sn7an8wc9ej0t2hav6n,cosmosvalcons1utxmxyfuqwfxqwqsu95jnjrvqyayda2q9dx2lc
6457,a6392fd49eb51ede2539ebe9069f75588c085ec9241f9c7fdd8646299ed0fcc1,670102993,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,11,20,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
6754,246fdbbec3d144cb5d49fb9ee84d4ed7558d8270cbdafbdaf7682be2732c5170,670102994,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,12,20,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
7611,95bb6ed15570cf24e770dd3a62ab3035a71c0ba0c1a15439db512f3b4d06e69d,670102998,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,16,20,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8507,e39294c77336add82ce51b876159b09f129c76a890c3bf2b5d17ae99cb362c6d,670102999,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,11,16,20,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8647,1da279c492fef18e00e294038d4bb6bd510263c21bc29a78211f34e26191410a,670102918,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,11,16,20,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8741,7169213be172734d2481c1e78ce8ee387c4732a1180f27da431d8a97ce475e7b,670102908,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,11,16,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8834,efa40f47526936ebdd8c2d6972a01ed53043269f6c3a8c8ad17b468180c6315b,670102909,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,11,17,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8870,03233e656eee2fe43a6d2a3daaa6a9b2e3a7389b371062f6610fd3d956d966b2,670102910,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,11,18,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8906,9f73c0d8793c9bf8cca23d3eabf8f83a161b325e226197cb23a58ac7bfe60399,670102912,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
8978,e0b573aa7856f22968181146db26c0cfaa3dbbc9133ccd596b6bd68a23302a1c,670102913,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,11,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9013,c0f8d42975f4e694f00876564d5697769faf7bfe8c769a51d45f421c3d23a75c,670102914,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,11,11,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9014,dfde264c26e1ba8fe1534a5c99459f96ff064a66cc84f6c7a9fc8a923257a9b0,670102915,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,11,12,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9051,4bf912236869d83111125bb1da1f35c9cd6a244c4d1fc0a9e5cb0ad04af61fe1,670102919,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,11,16,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9087,fd913ceab051cf255a72e8f6f0738d9e4fab73676312cddfe82836c847069022,670102920,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,11,17,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9123,9ac92ed3c38b8b23be258b920e2a31a838da37711b7ae3260662ef48cd95f0d6,670102921,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,11,18,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9158,da5a4edb17699acf828fd1361a3561da4bb7ff700d5a80d15fe1ed9076a77090,670102923,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9230,2e8cebdc0b7536608aa734f87bdc7e0d5f383c5386f5ea210f85d6d762079a31,670102924,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,11,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9266,4294cc82ac6e49a70d7437bbf8a35401cdaacd977654b02282976fed8c218b32,670102925,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,12,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9302,2232ee4f13941b9b51b02232f2927f1cf8bc1182e3c48c34d91bed4c16edcdff,670102929,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,16,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9338,075355bfbd4d92252661500b3225154dae4ab284b479d58924527dded85a5cb7,670102930,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,17,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9374,cbbd72a1bece64ccfdc1e45d17c6c21016b1927dfb99fd9b74283aab875a560e,670102931,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9444,cdaa7199e58539c264e9f7b9548ee9d598b9c641c7f472e0ba21184ce46e8533,670102932,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,11,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9480,1c52d13f10b486e42b1fd3e65ad3c0c5fd5983e2c341b2df777b861ed0a2421d,670102933,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,12,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9516,5bc8180ec3f95536194ae6759cee3f9a2d5d99270df936a6d0d3e04101bea0d4,670102937,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,16,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9552,34aca4c1c1462bb3a565b35b8285803be825ed43487aa04eb2b52cf16db750a5,670102938,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,17,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9588,d654b3140d1d48a1a56a360628bf2788e3978a33f80115dcd5ad95ff80595c35,670102939,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,18,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9623,269dab37b5f850770781441d560bde956fd542d5ae45293a59736d930d32cf30,670102941,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9695,91c4c9e1c4150d6883290d3d86f9438a3efe50aee070224b3d996d1a8d508890,670102942,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,11,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9731,f5623d8eefa7e65b5b118c01e3f486f4765cdf9513d5d4856641c5691e33827b,670102943,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,12,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9767,9e7772c6bcc96952c4bf0d5520e2a03fd6e64bb06ea53e0e560e06f71ec10b44,670102947,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,16,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9803,486e710b59dd47310ad5525c255ceefc2a6be229cd8b86389cd6747ab4fa4462,670102948,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,17,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9839,01819bebf7ef5694bc3eafd0a9e619f0bbaa4fc2f0f61d5151eea9d74155897d,670102950,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,19,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9853,6e358e3d33a5cd7e29ad3f6cc97d120136db86867b1f41117be4f3e462f981d5,670102959,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,9,10,10,10,10,0,10,10,10,10,19,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9875,79a5b0d06705c2e26a62924f84fc63ac5721f19b53700ac2316e6ed25330b68e,670102951,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,20,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9947,a45def3b95d1ec29a44249d6c207fab531b4353872fe28a595b7f4dd31d46662,670102952,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,20,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,11,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9979,dfdf485ca3005eafcd8ac7b5dcc52c7f4d5a1d3f25b7efc9f8c0fcb563b7556f,670102961,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,9,10,10,10,10,0,10,10,10,10,20,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,11,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
9983,7c16c1c9a64a9e8d0a55ff4c1e4c83b135835b17933424c5f8cbf75de74fa1b8,670102962,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,9,10,10,10,10,0,10,10,10,10,20,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,12,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
10019,4afebe22a3089178398b5c9159f7ed225c9a8e5ce3e9f9a713a4ac146f3d6b04,670102966,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,9,10,10,10,10,0,10,10,10,10,20,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,16,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
10055,de75fb38caac52a8798035f9976f384200d6948dd7fb20969fa1a9d9c48c0a12,670102967,670100004,784,427,310,300,93,39,19,0,17,26,16,16,15,25,17,0,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,0,10,10,9,10,10,10,10,0,10,10,10,10,20,0,20,18,11,20,11,20,20,20,19,0,10,0,10,20,10,10,17,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
