block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,0DA35960AC73947F415949EDAF885E1A9A186370,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,96884BE29D4D231AFB90D034748286D51A6BE943,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,E63597E3F46F3A8C82379A72D37FD7D280E832FA,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,671C08BB55C1C242DC5A342889CD8C0071893FF9,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,16625311355C4993FDA69D218875CAEB783F66D5,1C4A305A101EDFB122E8C15289F036C98986FCDB,305013CCA69866DA942265649D56B57D4F2545CC,76D9967474B62835E703A577101D1FD35F84D36B,97075D998C11771B38AAA0ACFBFDF09EED078BC9,DDF94D41B15E7A77122259D83B2BDCF474540337,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,103CC3FC5E90C04EE208BD0716DC889552926EF8,214752CFB2CD5CB00EC625739C224AA406226D0E,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,95E3F1574DDB503F0380D98A976E0CF8469B874F,98051EE9D111826D0A03BBDD0334C7C246FC4636,9B2D81FF1268365847546044CBAD688382D6B664,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,B45362A682176E95B35B2084405D4F50A77F9CCA,C759989AB500EDF629C4CED1267CA30F660E4024,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,3CC44C72DFD38D8538F1AC2443E540CCA730261C,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,52479C885E73D2F570D47E5F0433785051350DD1,59CC9F852235473DF57BCEF37C60F3A29DB36811,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,6406B7B10A978323E679E226F0D3546E0470B864,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,7B0DE97C082AE7911928004FE8B145AA1FF56038,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,9797557328079BB3D3E588DAD873F0EA6C098C10,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,C43B466D9C3A60859B66A48E0B54C662BC701FB5,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,3B9916B501C53E38015676282F14E2AAF025F6C5,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,657CB53BCDD047092A840BA12B894D6A079C05ED,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,D4686840675436000E9B33B8A58193B9406ADDA3,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,BE11EA8919773D1D972D5B74EABC964BFC51C72D,03EABFB8409C4F62A732A3D728ACAA2E13403F50,D269A81C7741F458C31DB7FB14C58176421FB2F8,365464D12717C9A89840B13C0E7B0C602FB01B37,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,C7F26CF4C07C9FF25CF2E5DDF02FAC2E6B2797EC,CC05882978FC5FDD6A7721687E14C0299AE004B8
5406,2022/11/29 09:58:45,NEW_VALSET:PCHEIGHT/346530,9E132FF35703C61358BBA16F60D44171D827AD65B4635464073D00CFADC2E3FD,3919348C19246B2760DE67585C116F79CE9AC16A1A9D1449151DD6B5A32BA442,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,348043965,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276126,4276125,4276125,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276123,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191738,4191282,4191026,4191027,4191026,4149116,434,391,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5445,2022/11/29 10:03:43,NEW_VALSET:PCHEIGHT/346580,5D2E8EBE5C7FB0477A241219965C83457780EE9497A1E861565171C7A0595EEA,E06235286B07C66E40A52B1D60AA3E82748F9D3FCC54571C52DA773419AE52E8,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,348043966,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276126,4276125,4276125,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191738,4191282,4191026,4191027,4191026,4149116,434,391,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5457,2022/11/29 10:05:15,NEW_VALSET:PCHEIGHT/346595,2FA26FB69A81220A17B9FB9D771E9FA5B12E3F0EC8BDE2E679E579F7E6440564,9EFA7BE4BFD3C47A07482ADEAF57F532CB66B1AEE685B57EE32F595126860DEB,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348043967,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276126,4276125,4276125,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191739,4191282,4191026,4191027,4191026,4149116,434,391,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5480,2022/11/29 10:08:40,NEW_VALSET:PCHEIGHT/346629,BCEB4F39B5F7CAEFF5BBB42DB6F27FD1F235DC1D0EBE5A073055CCE3DE2E4942,03FDB92F9BCEFB76B59847DB067734CF1DE67C5D5A1D2F4A7312955976305609,C759989AB500EDF629C4CED1267CA30F660E4024,348043968,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276126,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191739,4191282,4191026,4191027,4191026,4149116,434,391,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5514,2022/11/29 10:13:18,NEW_VALSET:PCHEIGHT/346675,5D38C5649AF136BD586E88C19A4727D83A50798059251CAE1FE822CA0B37BDB1,B5760C0433C2FD1BF67E8E3F83F51F442CFAA3434F576A9FEF492F0958C9F2D7,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,348043969,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276126,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191740,4191282,4191026,4191027,4191026,4149116,434,391,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5520,2022/11/29 10:14:03,NEW_VALSET:PCHEIGHT/346681,D7B86B8CCB888C806EFF22A310F2A9AA0400C1A165EEF9C4FA23981E9267EC29,1D4172ABD7C3EDF5C2869937BBB3AA7D614D230BFB1D9A9D2CE58695ABCA179B,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,348043970,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191740,4191282,4191026,4191027,4191026,4149116,434,391,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5556,2022/11/29 10:18:54,NEW_VALSET:PCHEIGHT/346728,520CB4426610C704B248BF309E113E193215E770A64C45D95446112C34755AC8,DA3940E9A11BFD2E4E721E44E70607C7961CDA17271CF640370C5645B58C7755,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,348043971,40824004,4283490,4277849,4277580,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191740,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5558,2022/11/29 10:19:11,NEW_VALSET:PCHEIGHT/346732,FCFDF635C80E2D2ECAF6407F79C21A36E8E7EC7BCF522DBB9C748BF85612F9FB,A8B190187378EE7066434BDDD1D67599D7572A2F1407D205FACA945E2C0F7A81,5BED074FAD72B341DE26B43628F2FE0917AC1D63,348043987,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191740,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5582,2022/11/29 10:22:05,NEW_VALSET:PCHEIGHT/346760,808D2B2DB1DFACC47F6E1E058D456D5FC130079F2DA5019CD83E38418FD03042,52B173CA93229C4E3DF2C6745B9A95ABC1DA8BFD0BB28A01B289FF849484D31C,42890EEA7E9B02890605135356D90B6433A47749,348043988,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276132,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191741,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5593,2022/11/29 10:23:48,NEW_VALSET:PCHEIGHT/346779,958C55C68658EE27121843A99CBC5B7DE931E386A7B54D6DA03FB2D914215D18,55A3191A755627AFCD147B3370F9AEEB99A3E18DC3BBCCCF6CA1DA5EA55B49B5,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,348043989,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276126,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191741,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5632,2022/11/29 10:29:03,NEW_VALSET:PCHEIGHT/346830,371378DBC6247FDE0519D6F17012416206BCED40A962F243FDC6DBD4978AEE87,6161D5E59604D7DD8B82E5391D46D8CC69807F98E788B5668E10C9CDEBAAC0BD,0E311E3634B0F6F5959F9394577233D6882625D0,348043990,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191741,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5637,2022/11/29 10:30:28,NEW_VALSET:PCHEIGHT/346841,5A27FF472C87764E56CDE30AF11F7065151D39C053AA168F4C6DB969F420338C,E273A23F83E994402E87A87CD5294F9A299377B797C9FDCA36A5FBD272526559,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348043991,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191742,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5662,2022/11/29 10:33:57,NEW_VALSET:PCHEIGHT/346879,7FFF9D3BA905BCA1082B222AF429C8CEDA56AEA2609781E98C83A1073133A558,B8A25AEFA35647CBB0A8F209BC8D3BFEBD709E536E7B9A7EF7D5C09A7C2A28F1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348043992,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191742,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5694,2022/11/29 10:38:10,NEW_VALSET:PCHEIGHT/346922,64331C883781D90D203947C30538348F12C82D10AB22A55AE964F1C41B4B46D3,73C62749F05C89812C8560E538D1469EADB03E977B7159830895E158F3FE65F2,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,348043993,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276130,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191743,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5700,2022/11/29 10:39:06,NEW_VALSET:PCHEIGHT/346929,7C0C76BD01C30C4496A77D5E45F569DCBC8D61D43D9864C96384FD772087FA20,8A699A4B3BCE8986CF860C06C0ED7A01AA77C146A2CAE5111E725FA91FDAB9F4,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,348043994,40824004,4283490,4277849,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191743,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5719,2022/11/29 10:42:02,NEW_VALSET:PCHEIGHT/346959,312B0565DC0A42BE6342E5CA23D4D3B5CB820B99BCB94EDD9DA1510B2E974BFC,8AB6CC9FDAE3325F932E1E606F59A1C9E96B94BEC6253997A47975C9C5B6CEC5,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,348044019,40824004,4283490,4277874,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276126,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191743,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5735,2022/11/29 10:43:53,NEW_VALSET:PCHEIGHT/346979,57E6D60B147B26457E57106206CDE87497BAA8805B98BD95F71312D05DEE5C16,934D0265B87D837C8D35DBB4C8CACE0D7E3352E53C8EBC3EB21A88D34CC2F03B,95E3F1574DDB503F0380D98A976E0CF8469B874F,348044020,40824004,4283490,4277874,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191743,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5751,2022/11/29 10:46:31,NEW_VALSET:PCHEIGHT/347001,855B38EF9E1D57D737A6C6AEC3A594A4814E82D99CB95A4A3FA4E69AAFDCB4EE,DD469008ED8C9F472E6BFEC11BAEEAFCBEAF19CEAC0EA17D2A7B2FFED4F3F412,8A73C4B75E360FF191B844A61B8845A0AD65D208,348044021,40824004,4283490,4277874,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191744,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5772,2022/11/29 10:48:50,NEW_VALSET:PCHEIGHT/347029,8427E4D9D135CEE13A7F5CA0AB930024719C9C89160AB38B3F097783E6F0577D,599044D01C73C221250635D9B4DFB3E32D8F6B83B493B99B71FD79A4436065C1,0DA35960AC73947F415949EDAF885E1A9A186370,348044022,40824004,4283490,4277874,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276126,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191744,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5810,2022/11/29 10:54:00,NEW_VALSET:PCHEIGHT/347078,E1283B1FC267E5FB1F3512CE839E935C3A7D0A62D7A0DA9FF9A996018A65F24D,365710F350D081150579EAD1353DF1CC58CB59FB23001D85B1741D8DE10F294C,4544EF788285E35826DB28EC62FD704554CC7156,348044023,40824004,4283490,4277874,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276127,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191744,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5812,2022/11/29 10:54:13,NEW_VALSET:PCHEIGHT/347081,59BB2825CA61D52E79DAB85EF87415FB570D07F3D4C575554C5F43F2F1C60142,DDF073501322B7AB3AF9DFD5C1CEC01A910CA566CE4D5656DF6400B5CB1E17A0,3CC44C72DFD38D8538F1AC2443E540CCA730261C,348044024,40824004,4283490,4277874,4277596,4277565,4277388,4276263,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276127,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191745,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5849,2022/11/29 10:59:00,NEW_VALSET:PCHEIGHT/347129,B2A03A38081F6B19EF6B1CD850F3251CFE9F290DA528ACB0F7E683B792D67B66,FC216D643E32910F1D74FDC9DF4CC98617BF956AF40276247A8756797627BA1D,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,348044025,40824004,4283490,4277874,4277596,4277565,4277388,4276264,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276127,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191745,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
5875,2022/11/29 11:02:37,NEW_VALSET:PCHEIGHT/347164,F911B496E324766D137344A8C1DCF62F078EDA71EEB077F5C4264B0B808C43EE,A2E1F2194835C6F3A02967DD10D3C4675373921CF23DD7026B6B2F0102DCBCB4,0E311E3634B0F6F5959F9394577233D6882625D0,348044026,40824004,4283490,4277874,4277596,4277565,4277388,4276264,4276162,4276154,4276135,4276136,4276133,4276132,4276131,4276127,4276125,4276126,4276126,4276126,4276125,4276128,4276124,4276127,4276125,4276124,4276125,4276125,4276124,4276127,4276123,4276123,4276122,4276126,4233360,4276127,4276126,4276125,4276124,4276127,4276127,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276125,4276123,4276122,4276123,4276123,4276123,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233363,4191746,4191282,4191026,4191027,4191026,4149116,434,392,355,326,111,105,102,101,14,1527,4233364,0,9,126,0,420
